uid,memory_key,memory_value,scope,version,last_seen,note
u0036,answer_style,help: 短句回复 [draft],short,v0,,需人工复查
u0123,privacy_policy,麻烦　禁用 <!-- cached -->,long,v2,2026-06-05 12:32:00,用户纠正
u0071,phone,呃 驱动管理器 <!-- cached -->,short,v3,2026年06月05日 12:33,旧偏好
u0161,output_style,稍等 只给步骤 #todo,default,v1,2026年06月05日 12:34,用户纠正
u0398,phone,啊 不超过200字 ～,short,v3,2026-06-05 12:35:00,仅本次
u0038,driver_update_entry,其实 驱动管理器 @@@,long,v5,2026-06-05T12:36:00,仅本次
u0660,output_style,就是 允许少量 emoji [draft],default,v0,2026/06/05 12:37:00,需人工复查
u0094,search_scope,就是 详细解释每一步原因 #todo,knowledge,v1,2026-06-05 12:38:00,旧偏好
u0238,driver_update_entry,啊 详细解释每一步原因 😅,long,v2,2026/06/05 12:39:00,用户纠正
u0505,email,那个 先结论后步骤（口述）,short,v1,2026/06/05 12:40:00,错误写入，应移除
u0748,driver_update_entry,然后然后 系统更新 😅,long,v2,2026年06月05日 12:41,旧偏好
u0173,answer_style,[ASR]　user@example.com 邮箱 user764@example.com [draft],knowledge,v5,2026-06-05T12:42:00,用户纠正
u0223,phone, 只给步骤 😅,default,v0,2026-06-05T12:43:00,需人工复查
u0673,search_scope,我想想 三段式：背景、决定、待办 <!-- cached -->,knowledge,v3,2026-06-05T12:44:00+08:00,需人工复查
u0518,email,那个 先给结论，再给步骤 #todo,knowledge,v2,2026年06月05日 12:45,旧偏好
u0795,meeting_minutes_format, 驱动管理器（口述）,knowledge,v4,2026-06-05T12:46:00,旧偏好
u0132,answer_style,其实 **详细、带数据表格**……,long,v5,2026-06-05T12:47:00,旧偏好
u0352,email,呃 13900001111 ～,short,v4,2026年06月05日 12:48,旧偏好
u0493,email,那个　默认允许！！！,short,v0,2026年06月05日 12:49,错误写入，应移除
u0272,output_style,稍等  <p>13900001111</p> ～,knowledge,v0,2026-06-05 12:50:00,错误写入，应移除
u0113,privacy_policy,"然后然后 禁用

<!--done--> [draft]",knowledge,v1,2026-06-05 12:51:00,旧偏好
u0037,driver_update_entry,那个 <<<< 13900001111 >>>> ENDEND,long,v2,2026-06-05T12:52:00+08:00,需人工复查
u0081,driver_update_entry,其实 不超过200字 [draft],default,v5,2026/06/05 12:53,旧偏好
u0403,meeting_minutes_format,稍等　13900001111（口述）,short,v2,2026-06-05 12:54:00,用户纠正
u0291,search_scope,麻烦 不保存测试手机号 😅,default,v1,2026年06月05日 12:55,用户纠正
u0273,emoji_policy,那个 bullet 列表 [draft],knowledge,v2,2026年06月05日 12:56,需人工复查
u0259,answer_style,"那个 办公软件/模板
stdout: OK <!-- cached -->",default,v3,2026-06-05T12:57:00,仅本次
u0726,email,我想想 <p>只给步骤</p> #todo,long,v2,2026-06-05T12:58:00,错误写入，应移除
u0386,answer_style,稍等 不超过200字（口述）,long,v3,2026-06-05 12:59:00,错误写入，应移除
u0099,emoji_policy, 系统更新 #todo,knowledge,v0,2026-06-05T13:00:00,用户纠正
u0037,answer_style,其实 短句回复 <!-- cached -->,long,v5,2026年06月05日 13:01,仅本次
u0759,email,其实 详细、带数据表格,knowledge,v2,2026-06-05T13:02:00,旧偏好
u0611,emoji_policy,help: 详细、带数据表格 ～,default,v1,2026年06月05日 13:03,需人工复查
u0751,search_scope, 只给步骤 <!-- cached -->,long,v1,2026-06-05 13:04:00,需人工复查
u0473,driver_update_entry,呃 敏感信息只用于本轮工具调用,default,v4,2026-06-05T13:05:00+08:00,用户纠正
u0015,output_style,麻烦 办公软件/模板（口述）,default,v0,2026-06-05T13:06:00,仅本次
u0151,driver_update_entry, 办公软件/模板 😅,default,v4,2026/06/05 13:07,用户纠正
u0556,phone,嗯 允许少量 emoji [draft],knowledge,v4,2026-06-05T13:08:00,用户纠正
u0731,output_style,"就是 纯文本
cache=false ENDEND",short,v5,2026/06/05 13:09,用户纠正
u0692,phone,其实 先结论后步骤 <!-- cached -->,long,v3,2026-06-05T13:10:00+08:00,错误写入，应移除
u0097,emoji_policy,其实 不超过200字 @@@,short,v5,2026年06月05日 13:11,旧偏好
u0492,meeting_minutes_format,然后然后 <p>先结论后步骤</p>！！！,short,v5,2026/06/05 13:12,用户纠正
u0215,phone,就是　驱动管理器,short,v2,2026-06-05 13:13:00,旧偏好
u0456,search_scope, 只给步骤 ～,long,v0,2026/06/05 13:14:00,用户纠正
u0701,answer_style,其实 系统更新 😅,short,v4,2026-06-05T13:15:00,用户纠正
u0333,phone,麻烦　纯文本 #todo,short,v0,2026-06-05 13:16:00,需人工复查
u0401,privacy_policy,啊 user@example.com #todo,knowledge,v3,,需人工复查
u0383,search_scope,就是 只给步骤 ～,knowledge,v0,2026-06-05 13:18:00,旧偏好
u0250,emoji_policy,就是 先给结论，再给步骤 [draft],default,v2,2026年06月05日 13:19,仅本次
u0727,emoji_policy,呃 麒麟系统/驱动……,short,v5,2026-06-05 13:20:00,错误写入，应移除
u0101,search_scope,[ASR] bullet 列表 @@@,knowledge,v3,2026-06-05T13:21:00,错误写入，应移除
u0038,phone,其实 ```详细解释每一步原因``` @@@,default,v0,2026/06/05 13:22,错误写入，应移除
u0175,meeting_minutes_format,稍等 bullet 列表！！！,knowledge,v1,2026-06-05T13:23:00,需人工复查
u0336,email,其实 不保存测试手机号……,long,v3,2026/06/05 13:24,旧偏好
u0339,output_style,麻烦 短句回复 ～,knowledge,v1,2026/06/05 13:25:00,旧偏好
u0174,privacy_policy,嗯 仅本地知识库（口述）,knowledge,v5,2026-06-05T13:26:00+08:00,旧偏好
u0669,phone,我想想 办公软件/模板 [draft],short,v4,2026-06-05T13:27:00,仅本次
u0511,email,[ASR] 纯文本（口述）,default,v2,2026年06月05日 13:28,需人工复查
u0165,driver_update_entry,嗯 先结论后步骤 #todo,knowledge,v5,2026/06/05 13:29,需人工复查
u0661,output_style, 只给步骤 ENDEND,short,v5,2026年06月05日 13:30,仅本次
u0357,output_style,然后然后 详细解释每一步原因 ～,default,v5,2026-06-05 13:31:00,需人工复查
u0188,emoji_policy,呃 user@example.com @@@,long,v5,2026年06月05日 13:32,错误写入，应移除
u0463,driver_update_entry,其实 详细解释每一步原因 #todo,long,v5,2026-06-05T13:33:00,仅本次
u0144,email,然后然后 user@example.com ～,long,v4,2026年06月05日 13:34,错误写入，应移除
u0425,search_scope,就是 先结论后步骤 <!-- cached -->,short,v0,2026/06/05 13:35,错误写入，应移除
u0118,output_style,我想想 13900001111……,long,v3,2026/06/05 13:36:00,旧偏好
u0778,phone,[ASR] 不超过200字 #todo,default,v2,2026-06-05 13:37:00,需人工复查
u0419,privacy_policy," 祥细、带数据表格

<!--done--> #todo",long,v3,2026/06/05 13:38,仅本次
u0467,meeting_minutes_format,  驱动管理器 ～,short,v4,2026/06/05 13:39:00,旧偏好
u0280,privacy_policy,就是 办公软件/模板 ENDEND,short,v2,2026-06-05T13:40:00,错误写入，应移除
u0646,search_scope,呃 三段式：背景、决定、待办（口述）,short,v1,2026-06-05 13:41:00,错误写入，应移除
u0542,privacy_policy,呃 办公软件/模板！！！,knowledge,v5,2026/06/05 13:42:00,需人工复查
u0355,email,嗯 简洁、少废话！！！,default,v5,2026/06/05 13:43,仅本次
u0052,privacy_policy,"其实 只给步骤

<!--done--> <!-- cached -->",default,v0,2026/06/05 13:44:00,错误写入，应移除
u0224,privacy_policy,麻烦 只给步骤 [draft],long,v1,2026年06月05日 13:45,仅本次
u0376,search_scope,麻烦  <<<< 麒麟系统/驱动 >>>>（口述）,long,v4,2026-06-05 13:46:00,需人工复查
u0516,emoji_policy,啊 麒麟系统/驱动 <!-- cached -->,long,v4,2026/06/05 13:47,需人工复查
u0021,driver_update_entry,麻烦 默认允许……,short,v2,2026-06-05T13:48:00+08:00,旧偏好
u0574,emoji_policy,呃 祥细解释每一步原因……,short,v1,2026-06-05 13:49:00,旧偏好
u0070,phone,[ASR] 麒麟系统/驱动！！！,long,v2,2026-06-05T13:50:00,用户纠正
u0752,search_scope,那个 13900001111 ENDEND,knowledge,v3,2026-06-05T13:51:00,需人工复查
u0772,answer_style, 三段式：背景、决定、待办（口述）,long,v0,2026-06-05T13:52:00+08:00,旧偏好
u0268,output_style, 短句回复（口述）,long,v2,2026/06/05 13:53:00,旧偏好
u0169,answer_style,啊 允许少量 emoji #todo,long,v3,2026年06月05日 13:54,仅本次
u0254,answer_style,呃 不保存测试手机号（口述）,short,v5,2026-06-05T13:55:00+08:00,用户纠正
u0391,meeting_minutes_format,其实 bullet	列表 [draft],knowledge,v5,,旧偏好
u0494,driver_update_entry,其实 不保存测试手机号 😅,knowledge,v4,2026-06-05 13:57:00,用户纠正
u0460,output_style,"啊  系统更新
stdout: OK <!-- cached -->",long,v5,2026-06-05T13:58:00+08:00,需人工复查
u0223,output_style,啊 祥细解释每一步原因 [draft],long,v0,2026/06/05 13:59,需人工复查
u0276,email,[ASR] 13900001111 😅,short,v2,2026-06-05T14:00:00+08:00,需人工复查
u0384,meeting_minutes_format,麻烦 不保存测试手机号 #todo,knowledge,v0,2026/06/05 14:01:00,用户纠正
u0285,emoji_policy,[ASR]  user@example.com ～,knowledge,v3,2026-06-05T14:02:00,旧偏好
u0504,privacy_policy,麻烦　默认允许 <!-- cached -->,knowledge,v3,2026年06月05日 14:03,仅本次
u0700,meeting_minutes_format,我想想 三段式：背景、决定、待办 #todo,long,v1,2026-06-05T14:04:00+08:00,错误写入，应移除
u0161,email,麻烦 办公软件/模板 ENDEND,long,v1,2026/06/05 14:05:00,仅本次
u0273,email,麻烦 bullet 列表 [draft],long,v5,2026/06/05 14:06:00,需人工复查
u0789,search_scope,[ASR] 只给步骤 #todo,long,v4,2026-06-05 14:07:00,错误写入，应移除
u0029,emoji_policy,然后然后 允许少量 emoji 😅,knowledge,v1,2026-06-05T14:08:00,旧偏好
u0424,privacy_policy,然后然后 纯文本,knowledge,v3,2026-06-05T14:09:00+08:00,需人工复查
u0158,answer_style, 三段式：背景、决定、待办！！！,default,v4,2026-06-05T14:10:00+08:00,错误写入，应移除
u0752,privacy_policy,"呃 三段式：背景、决定、待办
cache=false [draft]",short,v4,2026/06/05 14:11,用户纠正
u0607,answer_style,稍等　先给结论，再给步骤 😅,short,v1,2026-06-05 14:12:00,错误写入，应移除
u0103,phone,那个 <<<<　user@example.com　>>>> [draft],default,v0,2026-06-05T14:13:00+08:00,需人工复查
u0720,phone,嗯 禁用 ENDEND,long,v0,2026/06/05 14:14:00,用户纠正
u0154,output_style,就是　三段式：背景、决定、待办 [draft],default,v4,2026-06-05T14:15:00+08:00,错误写入，应移除
u0268,email,嗯 纯文本 @@@,knowledge,v5,2026-06-05T14:16:00+08:00,仅本次
u0432,driver_update_entry,呃  先结论后步骤 #todo,long,v1,2026-06-05 14:17:00,仅本次
u0169,search_scope,呃 先结论后步骤,long,v4,2026/06/05 14:18:00,用户纠正
u0658,meeting_minutes_format,然后然后 先给结论，再给步骤 ENDEND,short,v2,2026-06-05T14:19:00,用户纠正
u0675,emoji_policy,麻烦 详细、带数据表格 #todo,short,v5,2026/06/05 14:20,旧偏好
u0312,email,help: 办公软件/模板 [draft],default,v0,2026年06月05日 14:21,需人工复查
u0201,answer_style,我想想 三段式：背景、决定、待办……,knowledge,v1,2026-06-05T14:22:00,旧偏好
u0411,meeting_minutes_format,[ASR] 祥细、带数据表格……,short,v3,2026/06/05 14:23:00,错误写入，应移除
u0754,output_style,其实 user@example.com ENDEND,default,v3,2026-06-05T14:24:00+08:00,需人工复查
u0046,output_style,我想想 只给步骤……,knowledge,v4,2026/06/05 14:25,仅本次
u0576,output_style,呃 简洁、少废话 ～,long,v4,2026-06-05T14:26:00+08:00,错误写入，应移除
u0646,phone,呃 禁用 ENDEND,short,v5,2026-06-05T14:27:00+08:00,仅本次
u0265,output_style,help: user@example.com <!-- cached -->,long,v0,2026-06-05T14:28:00+08:00,旧偏好
u0752,email,啊 详细解释每一步原因！！！,default,v0,2026-06-05T14:29:00+08:00,用户纠正
u0273,emoji_policy,[ASR] 驱动管理器（口述）,long,v4,2026-06-05T14:30:00+08:00,用户纠正
u0607,driver_update_entry,就是 仅本地知识库 <!-- cached -->,long,v3,2026-06-05 14:31:00,需人工复查
u0021,emoji_policy,其实  【短句回复】！！！,short,v0,2026/06/05 14:32:00,错误写入，应移除
u0394,privacy_policy,然后然后 详细解释每一步原因 [draft],knowledge,v3,2026/06/05 14:33:00,错误写入，应移除
u0538,output_style,[ASR]　详细解释每一步原因 ENDEND,default,v1,2026/06/05 14:34:00,旧偏好
u0248,search_scope,我想想 user@example.com @@@,long,v1,2026年06月05日 14:35,错误写入，应移除
u0330,privacy_policy,help:　系统更新！！！,default,v3,2026/06/05 14:36:00,需人工复查
u0231,phone,稍等 短句回复 [draft],default,v2,2026/06/05 14:37,需人工复查
u0597,emoji_policy,稍等 三段式：背景、决定、待办 #todo,short,v2,2026-06-05T14:38:00,需人工复查
u0170,emoji_policy,[ASR] <p>13900001111</p> #todo,default,v3,2026/06/05 14:39,错误写入，应移除
u0182,emoji_policy,呃  bullet 列表 <!-- cached -->,knowledge,v0,2026-06-05T14:40:00,错误写入，应移除
u0151,answer_style,"我想想 禁用
stdout: OK <!-- cached -->",long,v0,2026年06月05日 14:41,错误写入，应移除
u0147,driver_update_entry,稍等  13900001111 😅,long,v1,,旧偏好
u0121,output_style,麻烦 仅本地知识库 @@@,short,v5,2026-06-05T14:43:00+08:00,旧偏好
u0239,privacy_policy,其实 敏感信息只用于本轮工具调用……,knowledge,v2,2026-06-05T14:44:00,错误写入，应移除
u0628,meeting_minutes_format,[ASR] 其麟系统/驱动 @@@,long,v1,2026/06/05 14:45:00,仅本次
u0296,emoji_policy,　详细解释每一步原因！！！,long,v4,2026/06/05 14:46,仅本次
u0416,answer_style,[ASR] 先给结论，再给步骤 <!-- cached -->,knowledge,v4,2026/06/05 14:47:00,需人工复查
u0782,output_style,[ASR] 麒麟系统/驱动 #todo,short,v0,2026-06-05 14:48:00,错误写入，应移除
u0311,output_style,呃 敏感信息只用于本轮工具调用 #todo,default,v2,2026年06月05日 14:49,错误写入，应移除
u0560,driver_update_entry,其实 不保存测试手机号！！！,knowledge,v2,2026/06/05 14:50:00,仅本次
u0664,answer_style,那个 不保存测试手机号 @@@,default,v4,2026-06-05T14:51:00+08:00,仅本次
u0345,phone,其实 bullet 列表 <!-- cached -->,default,v4,2026/06/05 14:52,用户纠正
u0614,phone,"麻烦 仅本地知识库
stdout: OK 😅",short,v2,2026年06月05日 14:53,仅本次
u0531,output_style,那个 **驱动管理器** [draft],knowledge,v4,2026年06月05日 14:54,错误写入，应移除
u0489,answer_style,"那个 短句回复
stdout: OK <!-- cached -->",default,v3,2026-06-05 14:55:00,旧偏好
u0706,privacy_policy,"嗯 **驱动管理器**
cache=false @@@",knowledge,v5,2026-06-05T14:56:00+08:00,错误写入，应移除
u0166,email,help: 不保存测试手机号 #todo,default,v0,2026-06-05T14:57:00,用户纠正
u0648,driver_update_entry,嗯 <<<< 祥细解释每一步原因 >>>>（口述）,default,v0,2026年06月05日 14:58,需人工复查
u0281,emoji_policy,呃 祥细解释每一步原因……,default,v1,2026-06-05T14:59:00+08:00,错误写入，应移除
u0152,emoji_policy,[ASR] 简洁、少废话 <!-- cached -->,long,v3,2026/06/05 15:00:00,用户纠正
u0546,output_style,"我想想 ```麒麟系统/驱动```
stdout: OK @@@",long,v5,2026/06/05 15:01,用户纠正
u0163,meeting_minutes_format, 麒麟系统/驱动 @@@,knowledge,v0,2026-06-05T15:02:00,仅本次
u0112,privacy_policy,嗯 先结论后步骤 ～,knowledge,v5,2026-06-05T15:03:00+08:00,错误写入，应移除
u0385,search_scope,稍等 bullet 列表 [draft],default,v3,2026/06/05 15:04:00,错误写入，应移除
u0167,output_style,稍等  短句回复,knowledge,v5,2026-06-05T15:05:00,需人工复查
u0446,meeting_minutes_format,我想想 纯文本 😅,knowledge,v1,2026年06月05日 15:06,错误写入，应移除
u0216,driver_update_entry,嗯 bullet 列表 <!-- cached -->,default,v0,2026/06/05 15:07:00,错误写入，应移除
u0569,output_style,我想想 允许少量 emoji ENDEND,long,v3,2026/06/05 15:08,错误写入，应移除
u0055,answer_style, 详细解释每一步原因 [draft],short,v0,2026/06/05 15:09:00,需人工复查
u0692,privacy_policy,呃　纯文本 [draft],default,v2,2026年06月05日 15:10,需人工复查
u0226,meeting_minutes_format,[ASR] 麒麟系统/驱动 #todo,long,v0,2026-06-05T15:11:00+08:00,用户纠正
u0049,answer_style, 详细解释每一步原因 <!-- cached -->,long,v0,2026-06-05T15:12:00,错误写入，应移除
u0392,emoji_policy,麻烦 bullet 列表 😅,short,v1,2026-06-05 15:13:00,旧偏好
u0267,driver_update_entry,"那个 禁用

<!--done--> #todo",default,v3,2026-06-05 15:14:00,仅本次
u0507,meeting_minutes_format, 详细解释每一步原因 ～,default,v0,2026年06月05日 15:15,旧偏好
u0008,phone,麻烦 user@example.com,long,v4,2026-06-05T15:16:00,仅本次
u0593,answer_style,[ASR] 先给结论，再给步骤（口述）,long,v0,2026-06-05 15:17:00,仅本次
u0238,emoji_policy,然后然后 <<<< 先给结论，再给步骤 >>>> [draft],short,v5,2026-06-05T15:18:00+08:00,仅本次
u0643,search_scope,嗯 简洁、少废话 #todo,default,v3,2026-06-05T15:19:00,仅本次
u0636,emoji_policy,嗯 禁用 ENDEND,default,v0,2026年06月05日 15:20,旧偏好
u0725,search_scope,就是 系统更新 😅,default,v1,2026-06-05 15:21:00,错误写入，应移除
